datetime,agent,seed,steps,score,cargo,deliveries,active_goals,delayed_goals,sticky_target,max_carry,urgent_threshold
2025-09-13 20:27:03,deadline,16,171,36,0,6,0,0,False,,10
2025-09-13 20:27:05,deadline,16,217,-39,0,6,0,0,False,,15
2025-09-13 20:27:09,deadline,16,188,36,0,6,0,0,False,,15
2025-09-13 20:27:12,deadline,16,197,-82,0,6,0,0,False,,15
2025-09-13 20:27:15,deadline,16,174,78,0,6,0,0,False,,15
2025-09-13 20:27:18,deadline,16,171,86,0,6,0,0,False,,15
2025-09-13 20:27:21,smart,16,180,56,0,6,0,0,False,1,7
2025-09-13 20:27:24,smart,16,176,61,0,6,0,0,False,1,7
2025-09-13 20:27:27,smart,16,217,-62,0,6,0,0,False,1,7
2025-09-13 20:27:30,smart,16,184,72,0,6,0,0,False,1,7
2025-09-13 20:27:33,smart,16,192,54,0,6,0,0,False,1,7
2025-09-13 20:27:36,smart,16,230,-145,0,6,0,0,False,2,7
2025-09-13 20:27:40,smart,16,248,-237,0,6,0,0,False,2,7
2025-09-13 20:27:44,smart,16,201,-42,0,6,0,0,False,2,7
2025-09-13 20:27:48,smart,16,229,-87,0,6,0,0,False,2,7
2025-09-13 20:27:52,smart,16,206,-74,0,6,0,0,False,2,7
2025-09-13 20:27:55,smart,16,218,-87,0,6,0,0,False,3,7
2025-09-13 20:27:59,smart,16,184,-30,0,6,0,0,False,3,7
2025-09-13 20:28:02,smart,16,228,-52,0,6,0,0,False,3,7
2025-09-13 20:28:06,smart,16,211,-110,0,6,0,0,False,3,7
2025-09-13 20:28:08,smart,16,212,-52,0,6,0,0,False,3,7
2025-09-13 20:28:10,smart,16,212,-85,0,6,0,0,False,1,10
2025-09-13 20:28:11,smart,16,212,-105,0,6,0,0,False,1,10
2025-09-13 20:28:12,smart,16,217,-67,0,6,0,0,False,1,10
2025-09-13 20:28:12,smart,16,173,52,0,6,0,0,False,1,10
2025-09-13 20:28:13,smart,16,209,-37,0,6,0,0,False,1,10
2025-09-13 20:28:13,smart,16,213,-85,0,6,0,0,False,2,10
2025-09-13 20:28:13,smart,16,206,-63,0,6,0,0,False,2,10
2025-09-13 20:28:14,smart,16,189,-54,0,6,0,0,False,2,10
2025-09-13 20:28:14,smart,16,212,-14,0,6,0,0,False,2,10
2025-09-13 20:28:15,smart,16,212,0,0,6,0,0,False,2,10
2025-09-13 20:28:15,smart,16,184,-1,0,6,0,0,False,3,10
2025-09-13 20:28:15,smart,16,212,-51,0,6,0,0,False,3,10
2025-09-13 20:28:16,smart,16,212,-67,0,6,0,0,False,3,10
2025-09-13 20:28:17,smart,16,196,4,0,6,0,0,False,3,10
2025-09-13 20:28:18,smart,16,218,-11,0,6,0,0,False,3,10
2025-09-13 20:28:18,smart,16,187,-20,0,6,0,0,False,1,15
2025-09-13 20:28:19,smart,16,205,-19,0,6,0,0,False,1,15
2025-09-13 20:28:20,smart,16,192,7,0,6,0,0,False,1,15
2025-09-13 20:28:22,smart,16,196,32,0,6,0,0,False,1,15
2025-09-13 20:28:23,smart,16,200,55,0,6,0,0,False,1,15
2025-09-13 20:28:24,smart,16,174,29,0,6,0,0,False,2,15
2025-09-13 20:28:24,smart,16,234,-122,0,6,0,0,False,2,15
2025-09-13 20:28:25,smart,16,248,-205,0,6,0,0,False,2,15
2025-09-13 20:28:27,smart,16,196,39,0,6,0,0,False,2,15
2025-09-13 20:28:27,smart,16,237,-209,0,6,0,0,False,2,15
2025-09-13 20:28:27,smart,16,203,-24,0,6,0,0,False,3,15
2025-09-13 20:28:27,smart,16,185,52,0,6,0,0,False,3,15
2025-09-13 20:28:27,smart,16,209,-119,0,6,0,0,False,3,15
2025-09-13 20:28:28,smart,16,220,-36,0,6,0,0,False,3,15
2025-09-13 20:28:28,smart,16,204,-12,0,6,0,0,False,3,15
2025-09-13 20:28:28,default,16,176,51,0,6,0,0,True,,
2025-09-13 20:28:30,default,16,176,38,0,6,0,0,True,,
2025-09-13 20:28:31,default,16,176,84,0,6,0,0,True,,
2025-09-13 20:28:32,default,16,176,74,0,6,0,0,True,,
2025-09-13 20:28:34,default,16,176,39,0,6,0,0,True,,
2025-09-13 20:28:34,greedy,16,176,24,0,6,0,0,True,,
2025-09-13 20:28:36,greedy,16,176,59,0,6,0,0,True,,
2025-09-13 20:28:37,greedy,16,176,16,0,6,0,0,True,,
2025-09-13 20:28:37,greedy,16,176,62,0,6,0,0,True,,
2025-09-13 20:28:37,greedy,16,176,60,0,6,0,0,True,,
2025-09-13 20:28:39,deadline,16,216,-9,0,6,0,0,True,,7
2025-09-13 20:28:40,deadline,16,226,-101,0,6,0,0,True,,7
2025-09-13 20:28:41,deadline,16,200,14,0,6,0,0,True,,7
2025-09-13 20:28:43,deadline,16,184,89,0,6,0,0,True,,7
2025-09-13 20:28:43,deadline,16,190,26,0,6,0,0,True,,7
2025-09-13 20:28:44,deadline,16,216,-55,0,6,0,0,True,,10
2025-09-13 20:28:44,deadline,16,200,10,0,6,0,0,True,,10
2025-09-13 20:28:46,deadline,16,176,100,0,6,0,0,True,,10
2025-09-13 20:28:46,deadline,16,202,9,0,6,0,0,True,,10
2025-09-13 20:28:48,deadline,16,183,21,0,6,0,0,True,,10
2025-09-13 20:28:48,deadline,16,216,-41,0,6,0,0,True,,15
2025-09-13 20:28:51,deadline,16,210,-14,0,6,0,0,True,,15
2025-09-13 20:28:52,deadline,16,203,-57,0,6,0,0,True,,15
2025-09-13 20:28:54,deadline,16,226,-73,0,6,0,0,True,,15
2025-09-13 20:28:56,deadline,16,199,5,0,6,0,0,True,,15
2025-09-13 20:28:58,smart,16,228,-74,0,6,0,0,True,1,7
2025-09-13 20:29:00,smart,16,214,-49,0,6,0,0,True,1,7
2025-09-13 20:29:02,smart,16,214,-65,0,6,0,0,True,1,7
2025-09-13 20:29:03,smart,16,228,-68,0,6,0,0,True,1,7
2025-09-13 20:29:03,smart,16,187,5,0,6,0,0,True,1,7
2025-09-13 20:29:04,smart,16,215,-107,0,6,0,0,True,2,7
2025-09-13 20:29:05,smart,16,192,35,0,6,0,0,True,2,7
2025-09-13 20:29:05,smart,16,219,-164,0,6,0,0,True,2,7
2025-09-13 20:29:06,smart,16,202,-11,0,6,0,0,True,2,7
2025-09-13 20:29:07,smart,16,194,-35,0,6,0,0,True,2,7
2025-09-13 20:29:09,smart,16,204,-37,0,6,0,0,True,3,7
2025-09-13 20:29:09,smart,16,216,-140,0,6,0,0,True,3,7
2025-09-13 20:29:10,smart,16,195,-85,0,6,0,0,True,3,7
2025-09-13 20:29:11,smart,16,200,-103,0,6,0,0,True,3,7
2025-09-13 20:29:12,smart,16,193,-26,0,6,0,0,True,3,7
2025-09-13 20:29:14,smart,16,180,51,0,6,0,0,True,1,10
2025-09-13 20:29:15,smart,16,191,41,0,6,0,0,True,1,10
2025-09-13 20:29:15,smart,16,191,41,0,6,0,0,True,1,10
2025-09-13 20:29:15,smart,16,195,29,0,6,0,0,True,1,10
2025-09-13 20:29:15,smart,16,184,31,0,6,0,0,True,1,10
2025-09-13 20:29:16,smart,16,173,14,0,6,0,0,True,2,10
2025-09-13 20:29:16,smart,16,219,-178,0,6,0,0,True,2,10
2025-09-13 20:29:16,smart,16,205,-68,0,6,0,0,True,2,10
2025-09-13 20:29:16,smart,16,199,-13,0,6,0,0,True,2,10
2025-09-13 20:29:17,smart,16,212,-163,0,6,0,0,True,2,10
2025-09-13 20:29:17,smart,16,196,-57,0,6,0,0,True,3,10
2025-09-13 20:29:19,smart,16,209,-29,1,6,0,0,True,3,10
2025-09-13 20:29:20,smart,16,186,9,0,6,0,0,True,3,10
2025-09-13 20:29:21,smart,16,189,17,0,6,0,0,True,3,10
2025-09-13 20:29:21,smart,16,178,-51,0,6,0,0,True,3,10
2025-09-13 20:29:21,smart,16,187,36,0,6,0,0,True,1,15
2025-09-13 20:29:22,smart,16,187,21,0,6,0,0,True,1,15
2025-09-13 20:29:23,smart,16,214,-62,0,6,0,0,True,1,15
2025-09-13 20:29:24,smart,16,197,9,0,6,0,0,True,1,15
2025-09-13 20:29:24,smart,16,197,-21,0,6,0,0,True,1,15
2025-09-13 20:29:24,smart,16,216,-58,0,6,0,0,True,2,15
2025-09-13 20:29:26,smart,16,202,-41,0,6,0,0,True,2,15
2025-09-13 20:29:26,smart,16,230,-147,0,6,0,0,True,2,15
2025-09-13 20:29:27,smart,16,184,80,0,6,0,0,True,2,15
2025-09-13 20:29:27,smart,16,210,-119,0,6,0,0,True,2,15
2025-09-13 20:29:28,smart,16,180,-20,0,6,0,0,True,3,15
2025-09-13 20:29:30,smart,16,211,-87,0,6,0,0,True,3,15
2025-09-13 20:29:30,smart,16,186,13,0,6,0,0,True,3,15
2025-09-13 20:29:31,smart,16,238,-218,0,6,0,0,True,3,15
2025-09-13 20:29:31,smart,16,200,-20,0,6,0,0,True,3,15
2025-09-13 20:29:31,default,30,145,67,0,6,0,0,False,,
2025-09-13 20:29:33,default,30,145,106,0,6,0,0,False,,
2025-09-13 20:29:34,default,30,145,86,0,6,0,0,False,,
2025-09-13 20:29:35,default,30,145,150,0,6,0,0,False,,
2025-09-13 20:29:36,default,30,145,60,0,6,0,0,False,,
2025-09-13 20:29:36,greedy,30,145,16,0,6,0,0,False,,
2025-09-13 20:29:37,greedy,30,145,121,0,6,0,0,False,,
2025-09-13 20:29:38,greedy,30,145,50,0,6,0,0,False,,
2025-09-13 20:29:39,greedy,30,145,87,0,6,0,0,False,,
2025-09-13 20:29:40,greedy,30,145,60,0,6,0,0,False,,
2025-09-13 20:29:40,deadline,30,211,-102,0,6,0,0,False,,7
2025-09-13 20:29:40,deadline,30,193,26,0,6,0,0,False,,7
2025-09-13 20:29:41,deadline,30,169,11,0,6,0,0,False,,7
2025-09-13 20:29:42,deadline,30,193,-23,0,6,0,0,False,,7
2025-09-13 20:29:43,deadline,30,185,58,0,6,0,0,False,,7
2025-09-13 20:29:43,deadline,30,217,-52,0,6,0,0,False,,10
2025-09-13 20:29:43,deadline,30,241,-187,0,6,0,0,False,,10
2025-09-13 20:29:45,deadline,30,189,-56,0,6,0,0,False,,10
2025-09-13 20:29:45,deadline,30,153,120,0,6,0,0,False,,10
2025-09-13 20:29:45,deadline,30,217,-83,0,6,0,0,False,,10
2025-09-13 20:29:45,deadline,30,191,-82,0,6,0,0,False,,15
2025-09-13 20:29:45,deadline,30,215,-78,0,6,0,0,False,,15
2025-09-13 20:29:46,deadline,30,241,-188,0,6,0,0,False,,15
2025-09-13 20:29:47,deadline,30,241,-221,0,6,0,0,False,,15
2025-09-13 20:29:48,deadline,30,181,66,0,6,0,0,False,,15
2025-09-13 20:29:49,smart,30,213,-17,0,6,0,0,False,1,7
2025-09-13 20:29:49,smart,30,217,-80,0,6,0,0,False,1,7
2025-09-13 20:29:51,smart,30,231,-192,0,6,0,0,False,1,7
2025-09-13 20:29:51,smart,30,229,-120,0,6,0,0,False,1,7
2025-09-13 20:29:52,smart,30,229,-79,0,6,0,0,False,1,7
2025-09-13 20:29:53,smart,30,217,-95,0,6,0,0,False,2,7
2025-09-13 20:29:54,smart,30,241,-216,0,6,0,0,False,2,7
2025-09-13 20:29:55,smart,30,211,-121,0,6,0,0,False,2,7
2025-09-13 20:29:56,smart,30,207,-79,0,6,0,0,False,2,7
2025-09-13 20:29:57,smart,30,255,-471,0,6,0,0,False,2,7
2025-09-13 20:29:57,smart,30,197,-50,0,6,0,0,False,3,7
2025-09-13 20:29:59,smart,30,185,-13,0,6,0,0,False,3,7
2025-09-13 20:30:00,smart,30,245,-223,0,6,0,0,False,3,7
2025-09-13 20:30:01,smart,30,169,20,0,6,0,0,False,3,7
2025-09-13 20:30:01,smart,30,209,-117,0,6,0,0,False,3,7
2025-09-13 20:30:01,smart,30,209,-146,0,6,0,0,False,1,10
2025-09-13 20:30:02,smart,30,181,63,0,6,0,0,False,1,10
2025-09-13 20:30:02,smart,30,205,-28,0,6,0,0,False,1,10
2025-09-13 20:30:02,smart,30,185,-10,0,6,0,0,False,1,10
2025-09-13 20:30:02,smart,30,215,-51,0,6,0,0,False,1,10
2025-09-13 20:30:03,smart,30,215,-176,0,6,0,0,False,2,10
2025-09-13 20:30:04,smart,30,183,-31,0,6,0,0,False,2,10
2025-09-13 20:30:05,smart,30,225,-77,0,6,0,0,False,2,10
2025-09-13 20:30:05,smart,30,203,-48,0,6,0,0,False,2,10
2025-09-13 20:30:05,smart,30,255,-229,0,6,0,0,False,2,10
2025-09-13 20:30:05,smart,30,219,-179,0,6,0,0,False,3,10
2025-09-13 20:30:06,smart,30,237,-231,0,6,0,0,False,3,10
2025-09-13 20:30:06,smart,30,221,-115,0,6,0,0,False,3,10
2025-09-13 20:30:07,smart,30,235,-243,0,6,0,0,False,3,10
2025-09-13 20:30:08,smart,30,225,-184,0,6,0,0,False,3,10
2025-09-13 20:30:08,smart,30,219,-36,0,6,0,0,False,1,15
2025-09-13 20:30:10,smart,30,225,-151,0,6,0,0,False,1,15
2025-09-13 20:30:11,smart,30,201,-34,0,6,0,0,False,1,15
2025-09-13 20:30:11,smart,30,232,-167,0,6,0,0,False,1,15
2025-09-13 20:30:12,smart,30,185,17,0,6,0,0,False,1,15
2025-09-13 20:30:14,smart,30,223,-149,0,6,0,0,False,2,15
2025-09-13 20:30:15,smart,30,223,-224,0,6,0,0,False,2,15
2025-09-13 20:30:15,smart,30,225,-225,0,6,0,0,False,2,15
2025-09-13 20:30:15,smart,30,159,76,0,6,0,0,False,2,15
2025-09-13 20:30:15,smart,30,257,-334,0,6,0,0,False,2,15
2025-09-13 20:30:16,smart,30,231,-264,0,6,0,0,False,3,15
2025-09-13 20:30:17,smart,30,233,-147,0,6,0,0,False,3,15
2025-09-13 20:30:18,smart,30,201,-15,0,6,0,0,False,3,15
2025-09-13 20:30:19,smart,30,189,-98,0,6,0,0,False,3,15
2025-09-13 20:30:19,smart,30,149,130,0,6,0,0,False,3,15
2025-09-13 20:30:20,default,30,148,51,0,6,0,0,True,,
2025-09-13 20:30:21,default,30,148,17,0,6,0,0,True,,
2025-09-13 20:30:21,default,30,148,55,0,6,0,0,True,,
2025-09-13 20:30:21,default,30,171,84,0,6,0,0,True,,
2025-09-13 20:30:21,default,30,171,24,0,6,0,0,True,,
2025-09-13 20:30:22,greedy,30,171,58,0,6,0,0,True,,
2025-09-13 20:30:24,greedy,30,148,50,0,6,0,0,True,,
2025-09-13 20:30:25,greedy,30,148,53,0,6,0,0,True,,
2025-09-13 20:30:26,greedy,30,148,-2,0,6,0,0,True,,
2025-09-13 20:30:27,greedy,30,171,83,0,6,0,0,True,,
2025-09-13 20:30:29,deadline,30,231,-213,0,6,0,0,True,,7
2025-09-13 20:30:30,deadline,30,197,-78,0,6,0,0,True,,7
2025-09-13 20:30:31,deadline,30,193,10,0,6,0,0,True,,7
2025-09-13 20:30:32,deadline,30,201,-43,0,6,0,0,True,,7
2025-09-13 20:30:34,deadline,30,229,-81,0,6,0,0,True,,7
2025-09-13 20:30:35,deadline,30,243,-233,0,6,0,0,True,,10
2025-09-13 20:30:36,deadline,30,225,-102,0,6,0,0,True,,10
2025-09-13 20:30:37,deadline,30,193,10,0,6,0,0,True,,10
2025-09-13 20:30:39,deadline,30,195,-45,0,6,0,0,True,,10
2025-09-13 20:30:40,deadline,30,203,-75,0,6,0,0,True,,10
2025-09-13 20:30:41,deadline,30,191,-23,0,6,0,0,True,,15
2025-09-13 20:30:42,deadline,30,225,-94,0,6,0,0,True,,15
2025-09-13 20:30:43,deadline,30,177,17,0,6,0,0,True,,15
2025-09-13 20:30:45,deadline,30,225,-102,0,6,0,0,True,,15
2025-09-13 20:30:46,deadline,30,201,-30,0,6,0,0,True,,15
2025-09-13 20:30:47,smart,30,249,-177,0,6,0,0,True,1,7
2025-09-13 20:30:48,smart,30,209,-14,0,6,0,0,True,1,7
2025-09-13 20:30:50,smart,30,217,-78,0,6,0,0,True,1,7
2025-09-13 20:30:51,smart,30,251,-249,0,6,0,0,True,1,7
2025-09-13 20:30:52,smart,30,189,-108,0,6,0,0,True,1,7
2025-09-13 20:30:53,smart,30,251,-213,0,6,0,0,True,2,7
2025-09-13 20:30:56,smart,30,245,-152,0,6,0,0,True,2,7
2025-09-13 20:30:58,smart,30,259,-267,0,6,0,0,True,2,7
2025-09-13 20:31:00,smart,30,199,-14,0,6,0,0,True,2,7
2025-09-13 20:31:02,smart,30,239,-137,0,6,0,0,True,2,7
2025-09-13 20:31:04,smart,30,221,-160,0,6,0,0,True,3,7
2025-09-13 20:31:06,smart,30,173,-14,0,6,0,0,True,3,7
2025-09-13 20:31:08,smart,30,195,-134,0,6,0,0,True,3,7
2025-09-13 20:31:08,smart,30,219,-66,0,6,0,0,True,3,7
2025-09-13 20:31:10,smart,30,199,-137,0,6,0,0,True,3,7
2025-09-13 20:31:11,smart,30,225,-136,0,6,0,0,True,1,10
2025-09-13 20:31:11,smart,30,225,-135,0,6,0,0,True,1,10
2025-09-13 20:31:12,smart,30,235,-209,0,6,0,0,True,1,10
2025-09-13 20:31:12,smart,30,239,-229,0,6,0,0,True,1,10
2025-09-13 20:31:13,smart,30,217,-85,0,6,0,0,True,1,10
2025-09-13 20:31:13,smart,30,255,-152,0,6,0,0,True,2,10
2025-09-13 20:31:14,smart,30,218,-159,0,6,0,0,True,2,10
2025-09-13 20:31:15,smart,30,265,-323,0,6,0,0,True,2,10
2025-09-13 20:31:15,smart,30,251,-221,0,6,0,0,True,2,10
2025-09-13 20:31:16,smart,30,245,-204,0,6,0,0,True,2,10
2025-09-13 20:31:16,smart,30,227,-120,0,6,0,0,True,3,10
2025-09-13 20:31:17,smart,30,221,-151,0,6,0,0,True,3,10
2025-09-13 20:31:17,smart,30,211,-133,0,6,0,0,True,3,10
2025-09-13 20:31:17,smart,30,255,-259,0,6,0,0,True,3,10
2025-09-13 20:31:19,smart,30,195,-94,0,6,0,0,True,3,10
2025-09-13 20:31:20,smart,30,235,-111,0,6,0,0,True,1,15
2025-09-13 20:31:21,smart,30,259,-259,0,6,0,0,True,1,15
2025-09-13 20:31:21,smart,30,265,-263,0,6,0,0,True,1,15
2025-09-13 20:31:22,smart,30,229,-137,0,6,0,0,True,1,15
2025-09-13 20:31:24,smart,30,179,36,0,6,0,0,True,1,15
2025-09-13 20:31:24,smart,30,249,-193,0,6,0,0,True,2,15
2025-09-13 20:31:24,smart,30,239,-189,0,6,0,0,True,2,15
2025-09-13 20:31:25,smart,30,193,-48,0,6,0,0,True,2,15
2025-09-13 20:31:26,smart,30,199,-9,0,6,0,0,True,2,15
2025-09-13 20:31:27,smart,30,245,-228,0,6,0,0,True,2,15
2025-09-13 20:31:27,smart,30,193,-54,0,6,0,0,True,3,15
2025-09-13 20:31:27,smart,30,247,-235,0,6,0,0,True,3,15
2025-09-13 20:31:28,smart,30,239,-186,0,6,0,0,True,3,15
2025-09-13 20:31:29,smart,30,209,-147,0,6,0,0,True,3,15
2025-09-13 20:31:31,smart,30,245,-229,0,6,0,0,True,3,15
2025-09-13 20:31:32,default,150,173,47,0,6,0,0,False,,
2025-09-13 20:31:33,default,150,173,31,0,6,0,0,False,,
2025-09-13 20:31:33,default,150,167,58,0,6,0,0,False,,
2025-09-13 20:31:35,default,150,165,32,0,6,0,0,False,,
2025-09-13 20:31:36,default,150,163,19,0,6,0,0,False,,
2025-09-13 20:31:37,greedy,150,167,85,0,6,0,0,False,,
2025-09-13 20:31:38,greedy,150,173,19,0,6,0,0,False,,
2025-09-13 20:31:39,greedy,150,163,84,0,6,0,0,False,,
2025-09-13 20:31:40,greedy,150,159,27,0,6,0,0,False,,
2025-09-13 20:31:41,greedy,150,159,94,0,6,0,0,False,,
2025-09-13 20:31:42,deadline,150,169,55,0,6,0,0,False,,7
2025-09-13 20:31:43,deadline,150,186,-91,0,6,0,0,False,,7
2025-09-13 20:31:44,deadline,150,191,43,0,6,0,0,False,,7
2025-09-13 20:31:46,deadline,150,167,53,0,6,0,0,False,,7
2025-09-13 20:31:46,deadline,150,178,78,0,6,0,0,False,,7
2025-09-13 20:31:47,deadline,150,156,109,0,6,0,0,False,,10
2025-09-13 20:31:48,deadline,150,180,62,0,6,0,0,False,,10
2025-09-13 20:31:50,deadline,150,192,71,0,6,0,0,False,,10
2025-09-13 20:31:52,deadline,150,186,33,0,6,0,0,False,,10
2025-09-13 20:31:53,deadline,150,182,58,0,6,0,0,False,,10
2025-09-13 20:31:55,deadline,150,191,3,0,6,0,0,False,,15
2025-09-13 20:31:56,deadline,150,164,89,0,6,0,0,False,,15
2025-09-13 20:31:58,deadline,150,171,74,0,6,0,0,False,,15
2025-09-13 20:31:59,deadline,150,205,4,0,6,0,0,False,,15
2025-09-13 20:32:00,deadline,150,180,61,0,6,0,0,False,,15
2025-09-13 20:32:02,smart,150,171,66,0,6,0,0,False,1,7
2025-09-13 20:32:03,smart,150,190,63,0,6,0,0,False,1,7
2025-09-13 20:32:05,smart,150,168,92,0,6,0,0,False,1,7
2025-09-13 20:32:06,smart,150,154,105,0,6,0,0,False,1,7
2025-09-13 20:32:07,smart,150,169,79,0,6,0,0,False,1,7
2025-09-13 20:32:09,smart,150,199,3,0,6,0,0,False,2,7
2025-09-13 20:32:10,smart,150,186,23,0,6,0,0,False,2,7
2025-09-13 20:32:12,smart,150,215,-2,0,6,0,0,False,2,7
2025-09-13 20:32:13,smart,150,213,-25,0,6,0,0,False,2,7
2025-09-13 20:32:15,smart,150,212,-13,0,6,0,0,False,2,7
2025-09-13 20:32:17,smart,150,160,11,0,6,0,0,False,3,7
2025-09-13 20:32:17,smart,150,165,-28,0,6,0,0,False,3,7
2025-09-13 20:32:19,smart,150,188,4,0,6,0,0,False,3,7
2025-09-13 20:32:20,smart,150,154,93,0,6,0,0,False,3,7
2025-09-13 20:32:21,smart,150,142,109,0,6,0,0,False,3,7
2025-09-13 20:32:21,smart,150,184,62,0,6,0,0,False,1,10
2025-09-13 20:32:23,smart,150,182,90,0,6,0,0,False,1,10
2025-09-13 20:32:24,smart,150,211,-26,0,6,0,0,False,1,10
2025-09-13 20:32:25,smart,150,175,31,0,6,0,0,False,1,10
2025-09-13 20:32:26,smart,150,212,-31,0,6,0,0,False,1,10
2025-09-13 20:32:27,smart,150,152,130,0,6,0,0,False,2,10
2025-09-13 20:32:28,smart,150,167,66,0,6,0,0,False,2,10
2025-09-13 20:32:30,smart,150,177,55,0,6,0,0,False,2,10
2025-09-13 20:32:31,smart,150,200,-68,0,6,0,0,False,2,10
2025-09-13 20:32:32,smart,150,170,65,0,6,0,0,False,2,10
2025-09-13 20:32:32,smart,150,187,6,0,6,0,0,False,3,10
2025-09-13 20:32:33,smart,150,173,29,0,6,0,0,False,3,10
2025-09-13 20:32:35,smart,150,148,97,0,6,0,0,False,3,10
2025-09-13 20:32:35,smart,150,186,-72,0,6,0,0,False,3,10
2025-09-13 20:32:36,smart,150,156,108,0,6,0,0,False,3,10
2025-09-13 20:32:37,smart,150,180,28,0,6,0,0,False,1,15
2025-09-13 20:32:38,smart,150,196,14,0,6,0,0,False,1,15
2025-09-13 20:32:39,smart,150,223,-99,0,6,0,0,False,1,15
2025-09-13 20:32:40,smart,150,200,43,0,6,0,0,False,1,15
2025-09-13 20:32:42,smart,150,194,32,0,6,0,0,False,1,15
2025-09-13 20:32:43,smart,150,164,25,0,6,0,0,False,2,15
2025-09-13 20:32:44,smart,150,147,123,0,6,0,0,False,2,15
2025-09-13 20:32:46,smart,150,138,154,0,6,0,0,False,2,15
2025-09-13 20:32:48,smart,150,190,15,0,6,0,0,False,2,15
2025-09-13 20:32:50,smart,150,169,60,0,6,0,0,False,2,15
2025-09-13 20:32:51,smart,150,145,122,0,6,0,0,False,3,15
2025-09-13 20:32:51,smart,150,194,-15,0,6,0,0,False,3,15
2025-09-13 20:32:53,smart,150,192,32,0,6,0,0,False,3,15
2025-09-13 20:32:55,smart,150,166,-1,0,6,0,0,False,3,15
2025-09-13 20:32:56,smart,150,173,-10,0,6,0,0,False,3,15
2025-09-13 20:32:56,default,150,177,12,0,6,0,0,True,,
2025-09-13 20:32:57,default,150,177,42,0,6,0,0,True,,
2025-09-13 20:32:58,default,150,177,14,0,6,0,0,True,,
2025-09-13 20:32:59,default,150,177,24,0,6,0,0,True,,
2025-09-13 20:32:59,default,150,177,46,0,6,0,0,True,,
2025-09-13 20:33:00,greedy,150,177,51,0,6,0,0,True,,
2025-09-13 20:33:00,greedy,150,177,-6,0,6,0,0,True,,
2025-09-13 20:33:00,greedy,150,177,59,0,6,0,0,True,,
2025-09-13 20:33:01,greedy,150,177,14,0,6,0,0,True,,
2025-09-13 20:33:01,greedy,150,177,2,0,6,0,0,True,,
2025-09-13 20:33:02,deadline,150,168,66,0,6,0,0,True,,7
2025-09-13 20:33:02,deadline,150,174,43,0,6,0,0,True,,7
2025-09-13 20:33:03,deadline,150,182,81,0,6,0,0,True,,7
2025-09-13 20:33:04,deadline,150,188,64,0,6,0,0,True,,7
2025-09-13 20:33:04,deadline,150,156,105,0,6,0,0,True,,7
2025-09-13 20:33:04,deadline,150,197,-22,0,6,0,0,True,,10
2025-09-13 20:33:05,deadline,150,192,64,0,6,0,0,True,,10
2025-09-13 20:33:05,deadline,150,180,94,0,6,0,0,True,,10
2025-09-13 20:33:05,deadline,150,174,17,0,6,0,0,True,,10
2025-09-13 20:33:06,deadline,150,188,3,0,6,0,0,True,,10
2025-09-13 20:33:06,deadline,150,191,17,0,6,0,0,True,,15
2025-09-13 20:33:07,deadline,150,154,101,0,6,0,0,True,,15
2025-09-13 20:33:07,deadline,150,186,70,0,6,0,0,True,,15
2025-09-13 20:33:08,deadline,150,183,16,0,6,0,0,True,,15
2025-09-13 20:33:09,deadline,150,182,39,0,6,0,0,True,,15
2025-09-13 20:33:10,smart,150,178,51,0,6,0,0,True,1,7
2025-09-13 20:33:10,smart,150,167,82,0,6,0,0,True,1,7
2025-09-13 20:33:10,smart,150,189,9,0,6,0,0,True,1,7
2025-09-13 20:33:11,smart,150,200,-15,0,6,0,0,True,1,7
2025-09-13 20:33:12,smart,150,196,-75,0,6,0,0,True,1,7
2025-09-13 20:33:13,smart,150,155,124,0,6,0,0,True,2,7
2025-09-13 20:33:13,smart,150,199,-31,0,6,0,0,True,2,7
2025-09-13 20:33:14,smart,150,175,53,0,6,0,0,True,2,7
2025-09-13 20:33:15,smart,150,199,-103,0,6,0,0,True,2,7
2025-09-13 20:33:17,smart,150,190,13,0,6,0,0,True,2,7
2025-09-13 20:33:17,smart,150,182,-39,0,6,0,0,True,3,7
2025-09-13 20:33:17,smart,150,218,-68,1,6,0,0,True,3,7
2025-09-13 20:33:18,smart,150,163,6,0,6,0,0,True,3,7
2025-09-13 20:33:19,smart,150,166,76,0,6,0,0,True,3,7
2025-09-13 20:33:21,smart,150,166,39,0,6,0,0,True,3,7
2025-09-13 20:33:22,smart,150,194,60,0,6,0,0,True,1,10
2025-09-13 20:33:23,smart,150,196,59,0,6,0,0,True,1,10
2025-09-13 20:33:25,smart,150,200,-17,0,6,0,0,True,1,10
2025-09-13 20:33:27,smart,150,171,76,0,6,0,0,True,1,10
2025-09-13 20:33:28,smart,150,188,42,0,6,0,0,True,1,10
2025-09-13 20:33:30,smart,150,161,65,0,6,0,0,True,2,10
2025-09-13 20:33:31,smart,150,185,31,0,6,0,0,True,2,10
2025-09-13 20:33:33,smart,150,153,90,0,6,0,0,True,2,10
2025-09-13 20:33:34,smart,150,157,76,0,6,0,0,True,2,10
2025-09-13 20:33:36,smart,150,175,12,0,6,0,0,True,2,10
2025-09-13 20:33:37,smart,150,158,90,0,6,0,0,True,3,10
2025-09-13 20:33:39,smart,150,155,63,0,6,0,0,True,3,10
2025-09-13 20:33:40,smart,150,138,130,0,6,0,0,True,3,10
